stringsfile version 1
1351
str_no_string NO_STRING!
str_npc9_2ary_morality_speech Captain,_I_am_dismayed_that_you_{s21}._A_{gentleman/gentlewoman}_such_as_yourself_should_exhibit_the_highest_standards_of_honour_at_all_times.
str_npc10_2ary_morality_speech {Brother/Sister}_--_I_can't_say_I_like_to_see_us_{s21}._You_should_treat_your_men_well,_and_they'll_repay_with_interest.
str_npc11_2ary_morality_speech [No_secondary_moral_code]
str_npc12_2ary_morality_speech [No_secondary_moral_code]
str_npc13_2ary_morality_speech [No_secondary_moral_code]
str_npc14_2ary_morality_speech Captain_--_you_should_not_let_it_bother_you_that_you_{s21}._Armies_are_made_to_do_their_leaders'_bidding,_and_hardships_are_part_of_a_soldier's_life.
str_npc15_2ary_morality_speech You_know,_friend_{playername},_it's_none_too_reassuring_to_see_how_you_just_{s21}._If_you_can_break_your_word_to_them,_you_can_break_your_word_to_me,_is_how_I_figure_it.
str_npc16_2ary_morality_speech Captain_--_just_so_you_know,_it's_no_problem_by_me_that_we_{s21}._We_do_what_we_need_to_do_to_live,_and_they'd_do_the_same_to_us_if_they_were_in_our_shoes.
str_npc1_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc2_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc3_personalityclash_speech Did_I_mention_I_hate_{s11}?.
str_npc4_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc5_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc6_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc7_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc8_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc9_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc10_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc11_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc12_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc13_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc14_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc15_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc16_personalityclash_speech Did_I_mention_I_hate_{s11}?
str_npc1_personalityclash_speech_b I_hate_{s11}.
str_npc2_personalityclash_speech_b I_hate_{s11}.
str_npc3_personalityclash_speech_b I_hate_{s11}.
str_npc4_personalityclash_speech_b I_hate_{s11}.
str_npc6_personalityclash_speech_b I_hate_{s11}.
str_npc7_personalityclash_speech_b I_hate_{s11}.
str_npc8_personalityclash_speech_b I_hate_{s11}.
str_npc9_personalityclash_speech_b I_hate_{s11}.
str_npc10_personalityclash_speech_b I_hate_{s11}.
str_npc11_personalityclash_speech_b I_hate_{s11}.
str_npc12_personalityclash_speech_b I_hate_{s11}.
str_npc13_personalityclash_speech_b I_hate_{s11}.
str_npc14_personalityclash_speech_b I_hate_{s11}.
str_npc15_personalityclash_speech_b I_hate_{s11}.
str_npc16_personalityclash_speech_b I_hate_{s11}.
str_npc1_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc2_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc3_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc4_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc5_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc6_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc7_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc8_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc9_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc10_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc12_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc13_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc14_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc15_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc16_personalityclash2_speech Did_I_mention_I_hate_{s11}?
str_npc1_personalityclash2_speech_b I_hate_{s11}.
str_npc2_personalityclash2_speech_b I_hate_{s11}.
str_npc3_personalityclash2_speech_b I_hate_{s11}.
str_npc4_personalityclash2_speech_b I_hate_{s11}.
str_npc5_personalityclash2_speech_b I_hate_{s11}.
str_npc6_personalityclash2_speech_b I_hate_{s11}.
str_npc7_personalityclash2_speech_b I_hate_{s11}.
str_npc8_personalityclash2_speech_b I_hate_{s11}.
str_npc9_personalityclash2_speech_b I_hate_{s11}.
str_npc10_personalityclash2_speech_b I_hate_{s11}.
str_npc11_personalityclash2_speech_b I_hate_{s11}.
str_npc12_personalityclash2_speech_b I_hate_{s11}.
str_npc13_personalityclash2_speech_b I_hate_{s11}.
str_npc14_personalityclash2_speech_b I_hate_{s11}.
str_npc15_personalityclash2_speech_b I_hate_{s11}.
str_npc16_personalityclash2_speech_b I_hate_{s11}.
str_npc1_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc2_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc3_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc4_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc5_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc6_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc7_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc8_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc9_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc10_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc11_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc12_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc13_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc14_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc15_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc16_personalitymatch_speech Did_I_mention_I_like_{s11}?
str_npc1_personalitymatch_speech_b I_like_{s11}.
str_npc2_personalitymatch_speech_b I_like_{s11}.
str_npc3_personalitymatch_speech_b I_like_{s11}.
str_npc4_personalitymatch_speech_b I_like_{s11}.
str_npc5_personalitymatch_speech_b I_like_{s11}.
str_npc6_personalitymatch_speech_b I_like_{s11}.
str_npc7_personalitymatch_speech_b I_like_{s11}.
str_npc8_personalitymatch_speech_b I_like_{s11}.
str_npc9_personalitymatch_speech_b I_like_{s11}.
str_npc10_personalitymatch_speech_b I_like_{s11}.
str_npc11_personalitymatch_speech_b I_like_{s11}.
str_npc12_personalitymatch_speech_b I_like_{s11}.
str_npc13_personalitymatch_speech_b I_like_{s11}.
str_npc14_personalitymatch_speech_b I_like_{s11}.
str_npc15_personalitymatch_speech_b I_like_{s11}.
str_npc16_personalitymatch_speech_b I_like_{s11}.
str_npc1_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc2_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc3_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc4_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc5_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc6_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc7_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc8_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc9_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc10_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc11_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc12_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc13_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc14_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc15_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc16_retirement_speech I'm_getting_a_bit_tired_of_the_warrior's_life,_I'll_retire.
str_npc1_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc2_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc3_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc4_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc5_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc6_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc7_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc8_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc9_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc10_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc11_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc12_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc13_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc14_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc15_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc16_rehire_speech It's_good_to_see_you._Will_you_allow_me_to_serve_with_you_once_again?
str_npc1_home_intro Hey,_look!
str_npc2_home_intro Hey,_look!
str_npc3_home_intro Hey,_look!
str_npc4_home_intro Hey,_look!
str_npc5_home_intro Hey,_look!
str_npc6_home_intro Hey,_look!
str_npc7_home_intro Hey,_look!
str_npc8_home_intro Hey,_look!
str_npc9_home_intro Hey,_look!
str_npc10_home_intro Hey,_look!
str_npc11_home_intro Hey,_look!
str_npc12_home_intro Hey,_look!
str_npc13_home_intro Hey,_look!
str_npc14_home_intro Hey,_look!
str_npc15_home_intro Hey,_look!
str_npc16_home_intro Hey,_look!
str_npc1_home_description Do_you_know_that_town?
str_npc2_home_description Do_you_know_that_town?
str_npc3_home_description Do_you_know_that_town?
str_npc4_home_description Do_you_know_that_town?
str_npc5_home_description Do_you_know_that_town?
str_npc6_home_description Do_you_know_that_town?
str_npc7_home_description Do_you_know_that_town?
str_npc8_home_description Do_you_know_that_town?
str_npc9_home_description Do_you_know_that_town?
str_npc10_home_description Do_you_know_that_town?
str_npc11_home_description Do_you_know_that_town?
str_npc12_home_description Do_you_know_that_town?
str_npc13_home_description Do_you_know_that_town?
str_npc14_home_description Do_you_know_that_town?
str_npc15_home_description Do_you_know_that_town?
str_npc16_home_description Do_you_know_that_town?
str_npc1_home_description_2 Edoras_smells_of_horse_manure,_har-har!
str_npc2_home_description_2 Edoras_smells_of_horse_manure,_har-har!
str_npc3_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc4_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc5_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc6_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc7_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc8_home_description_2 Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc9_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc10_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc11_home_description_2 Doesn't_Orthanc_look_like_a_giant..._something?
str_npc12_home_description_2 Doesn't_Orthanc_look_like_a_giant..._something?
str_npc13_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc14_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc15_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc16_home_description_2 Minas_Morgul,_where_Nazguls_drink_all_day,_har-har!
str_npc1_home_recap Did_I_tell_you_Edoras_smells_of_horse_manure,_har-har!
str_npc2_home_recap Did_I_tell_you_Edoras_smells_of_horse_manure,_har-har!
str_npc3_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc4_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc5_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc6_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc7_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc8_home_recap Did_I_tell_you_Minas_Tirith_looks_like_a_wedding_cake,_har-har!
str_npc9_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc10_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc11_home_recap Didn't_I_mention_Orthanc_look_like_a_giant..._something?
str_npc12_home_recap Didn't_I_mention_Orthanc_look_like_a_giant..._something?
str_npc13_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc14_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc15_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc16_home_recap I_told_you,_Minas_Morgul_is_where_Nazguls_drink_all_day,_har-har!
str_npc1_honorific {sir/madame}
str_npc2_honorific {sir/madame}
str_npc3_honorific commander
str_npc4_honorific commander
str_npc5_honorific {sir/madame}
str_npc6_honorific {sir/madame}
str_npc7_honorific captain
str_npc8_honorific captain
str_npc9_honorific commander
str_npc10_honorific commander
str_npc11_honorific commander
str_npc12_honorific commander
str_npc13_honorific captain
str_npc14_honorific captain
str_npc15_honorific captain
str_npc16_honorific captain
str_comment_intro_liege_affiliated I_am_told_that_you_are_pledged_to_one_of_the_pretenders_who_disputes_my_claim_to_the_crown_of_Calradia._But_we_may_still_talk.
str_comment_intro_famous_liege Your_fame_runs_before_you!_Perhaps_it_is_time_that_you_sought_a_liege_worthy_of_your_valor.
str_comment_intro_famous_martial Your_fame_runs_before_you!_Perhaps_we_shall_test_each_other's_valor_in_a_tournament,_or_on_the_battlefield!
str_comment_intro_famous_badtempered I've_heard_of_you._Well,_I'm_not_one_for_bandying_words,_so_if_you_have_anything_to_say,_out_with_it.
str_comment_intro_famous_pitiless I_know_your_name._It_strikes_fear_in_men's_hearts._That_is_good._Perhaps_we_should_speak_together,_some_time.
str_comment_intro_famous_cunning Ah,_yes._At_last_we_meet._You_sound_like_a_good_{man/woman}_to_know._Let_us_speak_together,_from_time_to_time.
str_comment_intro_famous_sadistic I_know_your_name_--_and_from_what_I_hear,_I'll_warrant_that_many_a_grieving_widow_knows_too._But_that_is_no_concern_of_mine.
str_comment_intro_famous_goodnatured I've_heard_of_you!_It's_very_good_to_finally_make_your_acquaintance.
str_comment_intro_famous_upstanding I_know_your_name._They_say_you_are_a_most_valiant_warrior._I_can_only_hope_that_your_honour_and_mercy_matches_your_valor.
str_comment_intro_noble_liege I_see_that_you_carry_a_nobleman's_banner,_although_I_do_not_recognize_the_device._Know_that_I_am_always_looking_for_good_men_to_fight_for_me,_once_they_prove_themselves_to_be_worthy_of_my_trust.
str_comment_intro_noble_martial I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Perhaps_one_day_we_shall_test_each_other's_valor_in_a_tournament,_or_on_the_battlefield!
str_comment_intro_noble_badtempered I_don't_recognize_the_device_on_your_banner._No_doubt_another_foreigner_come_to_our_lands,_as_if_we_didn't_have_so_many_here_already.
str_comment_intro_noble_pitiless I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Another_vulture_come_to_grow_fat_on_the_leftovers_of_war,_no_doubt!
str_comment_intro_noble_cunning I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Still,_it_is_always_worthwhile_to_make_the_acquaintance_of_{men/women}_who_may_one_day_prove_themselves_to_be_great_warriors.
str_comment_intro_noble_sadistic I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Perhaps_you_are_the_bastard_{son/daughter}_of_a_puffed-up_cattle_thief?_Or_perhaps_you_stole_it?
str_comment_intro_noble_goodnatured I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._Forgive_my_ignorance,_{sir/madame}!_It_is_good_to_make_your_acquaitance.
str_comment_intro_noble_upstanding I_see_that_you_carry_a_nobleman's_banner,_but_I_do_not_recognize_the_device._No_doubt_you_have_come_to_Calradia_in_search_of_wealth_and_glory._If_this_indeed_is_the_case,_then_I_only_ask_that_you_show_mercy_to_those_poor_souls_caught_in_the_path_of_war.
str_comment_intro_common_liege You_may_be_of_common_birth,_but_know_that_I_am_always_looking_for_good_men_to_fight_for_me,_if_they_can_prove_themselves_to_be_worthy_of_my_trust.
str_comment_intro_common_martial Perhaps_you_are_not_of_gentle_birth,_but_if_you_prove_yourself_a_{man/woman}_of_valor,_then_I_would_be_pleased_to_try_my_strength_against_yours_in_the_tournament_or_on_the_battlefield.
str_comment_intro_common_badtempered Speak_quickly,_if_you_have_anything_to_say,_for_I_have_no_time_to_be_bandying_words_with_common_soldiers_of_fortune.
str_comment_intro_common_pitiless You_have_the_look_of_a_mercenary,_another_vulture_come_to_grow_fat_on_the_misery_of_this_land.
str_comment_intro_common_cunning Well..._I_have_not_heard_of_you,_but_you_have_the_look_of_a_{man/woman}_who_might_make_something_of_{himself/herself},_some_day.
str_comment_intro_common_sadistic Normally_I_cut_the_throats_of_impudent_commoners_who_barge_into_my_presence_uninvited,_but_I_am_in_a_good_mood_today.
str_comment_intro_common_goodnatured Well,_you_look_like_a_good_enough_sort.
str_comment_intro_common_upstanding Peace_to_you,_and_always_remember_to_temper_your_valor_with_mercy,_your_courage_with_honour.
str_comment_you_raided_my_village_enemy_benevolent You_have_attacked_innocent_farmers_under_my_protection_in_the_village_of_{s51}.__I_will_punish_you_for_your_misdeeds!
str_comment_you_raided_my_village_enemy_spiteful You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_take_my_compensation_in_blood!
str_comment_you_raided_my_village_enemy_coldblooded You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_the_tenants._I_will_make_you_think_twice_before_you_disrupt_my_revenues_like_that_again.
str_comment_you_raided_my_village_enemy You_have_raided_my_village_of_{s51},_destroying_my_property_and_killing_tenants_under_my_protection._You_will_pay_the_price_for_your_crime!
str_comment_you_raided_my_village_unfriendly_spiteful You_have_raided_my_village_of_{s51}._Do_it_again_and_I'll_gut_you_like_a_fish.
str_comment_you_raided_my_village_friendly You_have_raided_my_village_of_{s51}._This_will_place_a_grave_strain_on_our_friendship.
str_comment_you_raided_my_village_default You_have_raided_my_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_robbed_my_village_enemy_coldblooded You_have_robbed_my_tenants_in_the_village_of_{s51}._I_take_that_as_a_personal_insult.
str_comment_you_robbed_my_village_enemy You_have_robbed_innocent_farmers_under_my_protection_in_the_village_of_{s51}.__I_will_punish_you_for_your_misdeeds!
str_comment_you_robbed_my_village_friendly_spiteful I_have_heard_that_you_pinched_some_food_from_my_tenants_at_{s51}._Well,_I'll_not_begrudge_you_a_scrap_or_two,_but_keep_in_mind_that_I'm_the_one_who_must_listen_to_their_whining_afterward.
str_comment_you_robbed_my_village_friendly I_have_heard_that_you_requisitioned_supplies_from_my_tenants_at_{s51}._I_am_sure_that_you_would_not_have_done_so_were_you_not_desperately_in_need.
str_comment_you_robbed_my_village_default You_have_robbed_my_tenants_in_the_village_of_{s51}._If_you_continue_to_behave_this_way,_we_may_soon_come_to_blows.
str_comment_you_accosted_my_caravan_enemy You_have_been_accosting_caravans_under_my_protection._But_your_trail_of_brigandage_will_soon_come_to_an_end.
str_comment_you_accosted_my_caravan_default You_have_been_accosting_caravans_under_my_protection._This_sort_of_behavior_must_stop.
str_comment_you_helped_villagers_benevolent I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_had_been_neglectful_in_my_duties_as_lord_and_protector,_and_I_appreciate_what_you_have_done.
str_comment_you_helped_villagers_friendly_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._I_appreciate_that_you_meant_well,_but_I'd_rather_you_not_undercut_my_authority_like_that.
str_comment_you_helped_villagers_friendly I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_so_I_will_not_object_to_you_providing_them_with_assistance.
str_comment_you_helped_villagers_unfriendly_spiteful I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_amusing_as_it_is_to_see_you_grubbing_for_favor_among_my_vassals,_I_would_ask_you_to_mind_your_own_business.
str_comment_you_helped_villagers_cruel I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._As_the_peasants'_lord_and_protector,_it_is_most_properly_my_duty_to_assist_them_in_times_of_hardship._You_may_mean_well,_but_your_actions_still_undercut_my_authority._I_would_thank_you_to_leave_them_alone.
str_comment_you_helped_villagers_default I_heard_that_you_gave_charity_to_my_tenants_in_the_village_of_{s51}._Times_are_hard,_and_I_know_that_you_mean_well,_but_try_not_to_make_a_habit_of_it._I_am_their_lord_and_protector,_and_I_would_rather_not_have_them_go_looking_to_strangers_for_assistance.
str_comment_you_captured_a_castle_allied_friendly I_heard_that_you_have_besieged_and_taken_{s51}._That_was_a_great_dead,_and_I_am_proud_to_call_you_my_friend!
str_comment_you_captured_a_castle_allied_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Good_work!_Soon,_we_will_have_all_their_fortresses_to_despoil,_their_treasuries_to_ransack,_their_grieving_widows_to_serve_us_our_wine.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful I_heard_that_you_have_besieged_and_taken_{s51}._Well,_every_dog_has_his_day,_or_so_they_say._Enjoy_it_while_you_can,_until_your_betters_kick_you_back_out_in_the_cold_where_you_belong.
str_comment_you_captured_a_castle_allied_unfriendly I_heard_that_you_have_besieged_and_taken_{s51}._Whatever_our_differences_in_the_past,_I_must_offer_you_my_congratulations.
str_comment_you_captured_a_castle_allied I_heard_that_you_have_besieged_and_taken_{s51}._We_have_them_on_the_run!
str_comment_you_captured_my_castle_enemy_spiteful I_hear_that_you_have_broken_into_my_home_at_{s51}._I_hope_the_dungeon_is_to_your_liking,_as_you_will_be_spending_much_time_there_in_the_years_to_come.
str_comment_you_captured_my_castle_enemy_chivalrous You_hold_{s51},_my_rightful_fief._I_hope_you_will_give_me_the_chance_to_win_it_back!
str_comment_you_captured_my_castle_enemy You_have_something_that_belongs_to_me_--_{s51}._I_will_make_you_relinquish_it.
str_comment_we_defeated_a_lord_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_victory_over_{s54}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_defeated_a_lord_unfriendly I_will_not_forget_how_we_fought_together_against_{s54},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_defeated_a_lord_cruel That_was_a_great_victory_over_{s54},_wasn't_it?_We_made_of_his_army_a_feast_for_the_crows!
str_comment_we_defeated_a_lord_quarrelsome I_won't_forget_how_we_whipped_{s54}?_I_enjoyed_that.
str_comment_we_defeated_a_lord_upstanding I_will_not_forget_our_victory_over_{s54}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_defeated_a_lord_default That_was_a_great_victory_over_{s54},_wasn't_it?_I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_siege_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_capture_of_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_siege_unfriendly I_will_not_forget_how_we_together_we_stormed_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_siege_cruel I_won't_forget_how_we_broke_through_the_walls_of_{s51}_and_put_its_defenders_to_the_sword._It_is_a_sweet_memory.
str_comment_we_fought_in_siege_quarrelsome Remember_how_the_enemy_squealed_when_we_came_over_the_walls_of_{s51}?_They_had_thought_they_were_safe!_We_wiped_the_smug_smiles_of_their_faces!
str_comment_we_fought_in_siege_upstanding I_will_not_forget_our_capture_of_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_siege_default I_will_not_forget_how_together_we_captured_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_we_fought_in_major_battle_unfriendly_spiteful I_suppose_you_will_want_to_drink_to_the_memory_of_our_great_victory_near_{s51}._Well,_save_your_wine_--_it_will_take_more_than_that_to_wipe_out_the_stain_of_your_earlier_disgraces.
str_comment_we_fought_in_major_battle_unfriendly I_will_not_forget_how_we_fought_together_in_the_great_battle_near_{s51},_but_I_can_also_not_forget_the_other_matters_that_lie_between_us.
str_comment_we_fought_in_major_battle_cruel I_won't_forget_the_great_battle_near_{s51},_when_we_broke_through_the_enemy_lines_and_they_ran_screaming_before_us._It_is_a_sweet_memory.
str_comment_we_fought_in_major_battle_quarrelsome That_was_a_fine_fight_near_{s51},_when_we_made_those_bastards_run!
str_comment_we_fought_in_major_battle_upstanding I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._Let_us_once_again_give_thanks_to_heaven,_and_pray_that_we_not_grow_too_proud.
str_comment_we_fought_in_major_battle_default I_will_not_forget_how_we_fought_side_by_side_at_the_great_battle_near_{s51}._I_am_honoured_to_have_fought_by_your_side.
str_comment_you_defeated_a_lord_allied_liege So,_you_crossed_swords_with_that_rascal_they_call_{s54},_and_emerged_victorious._I_am_very_happy_to_hear_that.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful I_heard_that_you_fought_and_defeated_{s54}._Every_dog_has_its_day,_I_suppose.
str_comment_you_defeated_a_lord_allied_spiteful I_heard_that_you_fought_and_defeated_that_dog_{s54}._Ah,_if_only_I_could_have_heard_him_whimpering_for_mercy.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous I_heard_that_you_fought_and_defeated_{s54}._I_hope_that_you_did_not_use_dishonourable_means_to_do_so.
str_comment_you_defeated_a_lord_allied I_heard_that_you_fought_and_defeated_{s54}._I_wish_you_joy_of_your_victory.
str_comment_you_defeated_me_enemy_chivalrous I_will_not_begrudge_you_your_victory_the_last_time_that_we_met,_but_I_am_anxious_for_another_round!
str_comment_you_defeated_me_enemy_spiteful I_have_been_looking_forward_to_meeting_you_again._Your_tricks_will_not_deceive_me_a_second_time,_and_I_will_relish_hearing_your_cries_for_mercy.
str_comment_you_defeated_me_enemy When_last_we_met,_{playername},_you_had_the_better_of_me._But_I_assure_you_that_it_will_not_happen_again!
str_comment_i_defeated_you_enemy_spiteful Back_for_more?_Make_me_fight_you_again,_and_I'll_feed_your_bowels_to_my_hounds.
str_comment_i_defeated_you_enemy_chivalrous Come_to_test_your_valor_against_me_again,_{playername}?
str_comment_i_defeated_you_enemy_benevolent So_once_again_you_come_at_me?_Will_you_ever_learn?
str_comment_i_defeated_you_enemy_coldblooded You_are_persistent,_but_a_nuisance.
